I
1000 Generated by WorldEditor

1    229 1 0 SVMI Caracas Simon Bolivar Intl
116  10.60276155 -067.01222648  10.60338531 -067.01223572
120 Linear Feature 99
111  10.60359121 -067.01064041 51 101
111  10.60318388 -067.01063027 51 105
111  10.60237145 -067.01059881 51 101
116  10.60215958 -067.01075772  10.60215649 -067.01091033
120 Linear Feature 98
111  10.60384252 -067.01136292 51 101
116  10.60359121 -067.01064041  10.60332526 -067.01063584
120 Linear Feature 97
112  10.60325294 -067.01223123  10.60377019 -067.01210518 51 101
116  10.60384252 -067.01136292  10.60384750 -067.01113740
120 Linear Feature 96
111  10.60325294 -067.01223123 51 101
111  10.60358980 -067.01223350 51 101
116  10.60382245 -067.01205479  10.60382743 -067.01188748
120 Linear Feature 94
111  10.60110162 -067.01207108 51 101
111  10.60152848 -067.01216250 51 101
111  10.60276155 -067.01222648 51 105
115  10.60325470 -067.01222985
120 Linear Feature 93
111  10.59884232 -067.01189679 51 101
116  10.60110162 -067.01207108  10.60145302 -067.01208794
120 Linear Feature 92
111  10.60477427 -066.98214059 51 101
115  10.60478470 -066.98188743
120 Linear Feature 91
111  10.60502306 -066.98164097 56 104
111  10.60506090 -066.98076706 56 105
115  10.60506699 -066.98047974
120 Linear Feature 90
111  10.60478470 -066.98188743 51 101
115  10.60479239 -066.98159280
120 Linear Feature 89
111  10.60492129 -066.98154983 51 101
116  10.60478470 -066.98188561  10.60478699 -066.98198902
120 Linear Feature 88
111  10.60512619 -066.98141207 51 101
116  10.60492157 -066.98154972  10.60487261 -066.98166430
120 Linear Feature 87
111  10.60519609 -066.98118841 51 101
116  10.60512619 -066.98141207  10.60504571 -066.98143977
120 Linear Feature 86
111  10.60520093 -066.98102758 51 101
115  10.60519609 -066.98118841
120 Linear Feature 85
111  10.60509037 -066.98065901 51 101
116  10.60520093 -066.98102758  10.60519414 -066.98127236
120 Linear Feature 84
111  10.60479239 -066.98159280 51 101
111  10.60481262 -066.98080123 51 101
111  10.60487332 -066.98068521 51 101
116  10.60509037 -066.98065901  10.60517498 -066.98076193
120 Linear Feature 83
111  10.60406244 -066.98686863 54 104
115  10.60393369 -066.98676826
120 Linear Feature 82
111  10.60375143 -066.99661964 54 104
115  10.60375873 -066.99645083
120 Linear Feature 81
111  10.60430147 -066.99707165 51
111  10.60430957 -066.99686992 51
116  10.60406356 -066.99655340  10.60389486 -066.99653000
120 Linear Feature 80
111  10.60073224 -066.99066272 54 104
115  10.60077385 -066.99050054
120 Linear Feature 79
111  10.59944139 -066.99647733 54 104
115  10.59944893 -066.99631118
120 Linear Feature 78
111  10.60262537 -066.99634081 51 101
115  10.60278212 -066.99131340
120 Linear Feature 77
111  10.60450510 -066.98607106 51 101
116  10.60466056 -066.98569990  10.60466360 -066.98558855
120 Linear Feature 76
111  10.60419010 -066.98651961 51 101
115  10.60450657 -066.98607275
120 Linear Feature 75
111  10.60462403 -066.98682963 51 101
115  10.60463012 -066.98671364
120 Linear Feature 74
111  10.60445362 -066.98637455 51 101
116  10.60463012 -066.98671364  10.60462930 -066.98677489
120 Linear Feature 73
112  10.60419010 -066.98651961  10.60420803 -066.98649368 51 101
112  10.60427105 -066.98642872  10.60432342 -066.98638935 51 101
116  10.60445362 -066.98637455  10.60448404 -066.98642650
120 Linear Feature 71
111  10.60306018 -066.98827473 51 101
115  10.60419010 -066.98651961
120 Linear Feature 70
112  10.60286379 -066.98881240  10.60288031 -066.98870724 51 101
116  10.60306018 -066.98827473  10.60316457 -066.98813082
120 Linear Feature 69
111  10.60286333 -066.98881283 51 101
115  10.60286162 -066.98886434
120 Linear Feature 68
111  10.60279334 -066.99104054 51 101
115  10.60286162 -066.98886434
120 Linear Feature 67
111  10.60269696 -066.99110848 51 101
111  10.60274676 -066.99109866 51 101
116  10.60279334 -066.99104054  10.60279342 -066.99099264
120 Linear Feature 66
111  10.60278659 -066.99119570 51 101
115  10.60278212 -066.99131340
120 Linear Feature 63
111  10.59964327 -066.99027294 51 101
111  10.60043085 -066.99049239 51 101
115  10.60269692 -066.99110837
120 Linear Feature 62
111  10.60016308 -066.99050784 54 104
115  10.60020344 -066.99034779
120 Linear Feature 61
112  10.59846250 -066.99732590  10.59855792 -066.99694644 54 104
115  10.59861118 -066.99675619
120 Linear Feature 60
111  10.59858786 -066.99644815 54 104
115  10.59859546 -066.99628267
120 Linear Feature 57
111  10.60406356 -066.99655340 51 101
115  10.60250508 -066.99649176
120 Linear Feature 56
111  10.60406356 -066.99655340 51
116  10.60432796 -066.99620509  10.60433518 -066.99599435
120 Linear Feature 54
111  10.60261414 -066.99666416 51 101
111  10.60262537 -066.99634081 51 101
116  10.60250729 -066.99649513  10.60237927 -066.99649004
120 Linear Feature 53
111  10.60234539 -066.99648800 51 101
111  10.60250729 -066.99649513 51 101
116  10.60261414 -066.99666416  10.60261159 -066.99679843
120 Linear Feature 52
111  10.60148779 -066.99644781 51 101
115  10.60235286 -066.99648884
120 Linear Feature 51
111  10.60121404 -066.99643677 51 101
111  10.60128142 -066.99643808 51 101
116  10.60148779 -066.99644781  10.60157578 -066.99645153
120 Linear Feature 47
111  10.59891612 -066.99636843 51 101
111  10.59870759 -066.99635798 51 101
111  10.59860841 -066.99635209 51 101
111  10.59839606 -066.99633948 51 101
111  10.59809848 -066.99631868 51 101
116  10.59770576 -066.99574832  10.59753865 -066.99531170
120 Linear Feature 46
111  10.59949508 -066.99637916 51 101
111  10.59917958 -066.99637565 51 101
115  10.59891612 -066.99636843
120 Linear Feature 45
111  10.59900756 -066.99651701 51 101
116  10.59891612 -066.99636843  10.59883105 -066.99636391
120 Linear Feature 44
111  10.59898144 -066.99662042 51 101
111  10.59900756 -066.99651701 51 101
116  10.59917958 -066.99637565  10.59933160 -066.99639091
120 Linear Feature 43
111  10.59881703 -066.99688117 51 101
111  10.59895863 -066.99667441 51 101
116  10.59898106 -066.99662141  10.59899186 -066.99657927
120 Linear Feature 35
111  10.59964001 -066.99027393 51 101
115  10.59895816 -066.99010640
120 Linear Feature 36
112  10.59895816 -066.99010640  10.59896006 -066.99011275 51 101
116  10.59927711 -066.99001123  10.59937821 -066.98990062
120 Linear Feature 34
111  10.59917122 -066.99043841 51 101
116  10.59895816 -066.99010640  10.59882044 -066.99007007
120 Linear Feature 33
112  10.59927711 -066.99001123  10.59927537 -066.99001655 51 101
115  10.59917122 -066.99043841
120 Linear Feature 32
111  10.59964001 -066.99027393 51 101
116  10.59917122 -066.99043841  10.59909794 -066.99073661
120 Linear Feature 31
111  10.59929805 -066.98992071 51 101
111  10.59927711 -066.99001123 51 101
116  10.59964001 -066.99027393  10.59996278 -066.99036090
120 Linear Feature 30
111  10.60140006 -066.98125900 51 101
111  10.60123879 -066.98190985 51 101
111  10.59933763 -066.98976601 51 101
115  10.59929707 -066.98991876
120 Linear Feature 28
111  10.60265939 -066.98127273 1 101
116  10.60283858 -066.98097373  10.60286238 -066.98085245
120 Linear Feature 27
111  10.60263184 -066.98182109 51 101
116  10.60238320 -066.98132836  10.60208311 -066.98119168
120 Linear Feature 26
111  10.60361054 -066.97690653 51 101
116  10.60376841 -066.97720060  10.60374510 -066.97729371
120 Linear Feature 25
111  10.60273028 -066.97667832 51 101
111  10.60361054 -066.97690653 51 101
116  10.60388242 -066.97673520  10.60392848 -066.97654581
120 Linear Feature 23
111  10.60238320 -066.98132836 51 101
116  10.60265939 -066.98127273  10.60275683 -066.98114585
120 Linear Feature 17
111  10.60252713 -066.97684005 51 101
115  10.60148013 -066.98093493
120 Linear Feature 20
111  10.60140006 -066.98125900 1 101
115  10.60148013 -066.98093493
120 Linear Feature 21
111  10.60166233 -066.98113399 51 101
115  10.60238320 -066.98132836
120 Linear Feature 19
111  10.60166233 -066.98113399 51 101
116  10.60140006 -066.98125900  10.60134763 -066.98146437
120 Linear Feature 18
111  10.60148013 -066.98093493 51 101
116  10.60166233 -066.98113399  10.60181963 -066.98117667
120 Linear Feature 16
111  10.60252713 -066.97684005 51 101
116  10.60241941 -066.97660363  10.60225716 -066.97656635
120 Linear Feature 14
111  10.60463846 -066.97210407 54 104
115  10.60467918 -066.97195438
120 Linear Feature 11
111  10.60419273 -066.97192291 51 101
112  10.60441906 -066.97195257  10.60457946 -066.97197835 51 101
115  10.60474746 -066.97204815
120 Linear Feature 13
111  10.60428542 -066.97324019 54 104
115  10.60436361 -066.97305194
120 Linear Feature 12
111  10.60474746 -066.97204815 1 101
112  10.60488830 -066.97221678  10.60491210 -066.97232747 1 101
116  10.60485090 -066.97279097  10.60475911 -066.97315071
120 Linear Feature 49
112  10.60121398 -066.99643669  10.60129739 -066.99643854 51 101
116  10.60136049 -066.99653931  10.60135805 -066.99664908
120 Linear Feature 48
111  10.59949511 -066.99637890 51 101
111  10.59964145 -066.99638451 51 101
115  10.60121398 -066.99643669
120 Linear Feature 59
112  10.60261414 -066.99666416  10.60261544 -066.99662783 51 101
116  10.60284963 -066.99650812  10.60289970 -066.99649304
120 Linear Feature 58
111  10.60262537 -066.99634081 51 101
112  10.60265680 -066.99639457  10.60265831 -066.99639686 51 101
116  10.60284963 -066.99650812  10.60290870 -066.99652610
120 Linear Feature 119
111  10.60136049 -066.99653931 51 101
112  10.60138951 -066.99649021  10.60139236 -066.99648551 51 101
116  10.60147242 -066.99644668  10.60151885 -066.99643759
120 Linear Feature 118
111  10.60136049 -066.99653931 51 101
111  10.60135169 -066.99692387 51 101
111  10.60129581 -066.99856301 51 101
111  10.60130031 -066.99860667 51 101
116  10.60162869 -066.99894177  10.60181020 -066.99894999
120 Linear Feature 64
111  10.60280229 -066.99075524 51 101
116  10.60312407 -066.99110521  10.60342735 -066.99112374
120 Linear Feature 15
111  10.60252713 -066.97684005 51 101
116  10.60273028 -066.97667832  10.60287108 -066.97671543
120 Linear Feature 41
111  10.59809487 -066.99674398 51 101
111  10.59770576 -066.99574832 51 101
111  10.59764602 -066.99554260 51 101
112  10.59778848 -066.99431320  10.59786727 -066.99421805 51 101
112  10.59808397 -066.99416305  10.59826272 -066.99403865 51 101
112  10.59828519 -066.99391915  10.59833720 -066.99370655 51 101
115  10.59858313 -066.99270090
120 Linear Feature 40
112  10.59881703 -066.99688117  10.59869041 -066.99708787 51 101
116  10.59809034 -066.99674773  10.59795247 -066.99634565
120 Linear Feature 39
111  10.59917122 -066.99043841 51 101
111  10.59883230 -066.99171680 51 101
115  10.59858313 -066.99270090
120 Linear Feature 38
112  10.60228713 -066.98138217  10.60229177 -066.98137981 54 104
115  10.60232660 -066.98122625
120 Linear Feature 37
112  10.60340268 -066.97693870  10.60340443 -066.97693870 54 104
115  10.60344630 -066.97677718
120 Linear Feature 1
111  10.60163099 -066.99894249 51
116  10.60107320 -066.99883353  10.60082350 -066.99868746
21  10.60347250 -067.01118961 2 88.1400 3.0 10  PAPI-4L
21  10.60435977 -066.98258663 2 267.8200 3.0 28  PAPI-4L
20  10.60218445 -066.99628140 357.7600 0 2 {@Y}{^l}F{^r}|10-28{^u}{@L}D
20  10.60183631 -066.99669028 178.1200 0 2 {@Y}{^u}09{@L}D{@Y}{^u}CARGO{^r}TERMINALS
20  10.60082493 -066.99623405 359.2200 0 2 {@Y}{^l}H{@L}D{@Y}{^u}10-28{^l}TERMINALS
20  10.59970796 -066.99662784 177.6300 0 2 {@R}09{@L}D
20  10.59860233 -066.99656210 356.4000 0 2 {@R}09
20  10.59835033 -066.99741076 348.2300 0 2 {@R}09
20  10.59796259 -066.99525524 267.4600 0 2 {@Y}09-27{^ru}{^r}{@L}J
20  10.60302840 -066.99046175 265.5100 0 2 {@Y}{^l}09-27{@L}F{@Y}10-28{^r}
20  10.59965496 -066.98948355 254.7200 0 2 {@Y}09-27|10-28{^r}E
20  10.60195064 -066.98033397 256.3000 0 2 {@Y}09-27{^r}L
20  10.59930255 -066.99094395 74.0300 0 2 {@Y}09-27|10-28|E{^l}
20  10.60161035 -066.98155467 75.1000 0 2 {@Y}09-27{^l}L
20  10.60342651 -066.97662767 345.4700 0 2 {@R}09-27
20  10.60267341 -066.97731959 75.4700 0 2 {@Y}{^l}27|M
20  10.60425608 -066.97392980 76.8300 0 1 {@Y}N{^r}
20  10.60458753 -066.97178414 345.2400 0 2 {@L}N{@R}09-27
20  10.60417215 -066.97318098 306.3600 0 2 {@R}09-27{@L}N
20  10.60282205 -066.99854219 267.6900 0 2 {@Y}APRON|G{^l}{@L}F
20  10.60233610 -066.99955414 88.0800 0 2 {@Y}APRON|G{^r}{@L}F
20  10.60137369 -066.99627284 90.6600 0 2 {@Y}NO_ENTRY{hazard}{@Y}_NO_PASE
20  10.60236222 -066.98106724 344.3600 0 2 {@R}9-27
20  10.60018640 -066.99018817 343.6300 0 2 {@R}09-27
20  10.60214379 -066.99074163 347.0800 0 2 {@Y}{^ru}10-28{@R}E{@Y}{^lu}F{^rd}
20  10.60085470 -066.99081987 162.1600 0 2 {@R}09-27
20  10.60321704 -066.99140099 178.2300 0 2 {@Y}{^lu}9-27{@L}E{@Y}{^l}F{^r}
20  10.60159842 -066.99108088 165.0600 0 2 {@Y}{^u}9-27{@L}E
20  10.60255003 -066.99196038 86.6600 0 2 {@L}F{@Y}{^l}E{^r}
20  10.60302708 -066.98984857 267.9600 0 2 {@L}F{@Y}{^l}E{^r}
20  10.60257736 -066.98939490 88.1500 0 2 {@Y}28{^lu}{@L}F
20  10.60383299 -066.98753913 237.5200 0 2 {@Y}APRON{^u}WELCOME
20  10.60372259 -066.98674038 54.0500 0 2 {@R}28{@L}F
20  10.60393145 -066.99088745 0.7400 0 2 {@R}10-28{@L}E
20  10.60363647 -066.99628354 357.0000 0 2 {@R}10-28{@L}D
20  10.60355363 -067.00251108 357.5000 0 2 {@R}10-28{@L}C
20  10.60329338 -067.01036506 358.5600 0 2 {@R}10-28{@L}B
20  10.60237215 -067.01140352 270.1400 0 2 {@Y}10-28|A{^r}{@L}F{@Y}INTL_TERMINAL{^l}
20  10.60160202 -067.01190262 357.9300 0 2 {@Y}10-28{^u}F{^r}{@L}A
20  10.60272020 -067.01200910 359.4700 0 2 {@R}ILS
20  10.60311452 -067.01200192 357.2600 0 2 {@R}10{@L}A
20  10.60175649 -066.99873433 177.3600 0 2 {@Y}INTL{^r}DOMSTIC{^l}{@L}G{@Y}{^l}H
20  10.60220433 -066.99919225 359.5600 0 2 {@Y}{^l}F{^r}
20  10.60283664 -066.99584681 267.2000 0 2 {@Y}APRONS{^l}09{@L}F{@Y}10-28{^r}D
20  10.60241182 -066.99691985 88.2200 0 2 {@L}F{@Y}{^l}D{^r}APRONS
20  10.60163654 -066.99731174 87.0000 0 2 {@L}H{@Y}{^l}D{^r}
20  10.60295256 -067.00259211 177.0700 0 2 {@Y}{^l}F{^r}{@L}D{@Y}APRON{^u}
20  10.60198870 -067.00250639 357.6100 0 2 {@Y}{^l}F{^r}{@L}D{@Y}10-28{^u}
20  10.60268312 -067.00183663 268.0500 0 2 {@Y}C|10-28{^r}{@L}F{@Y}APRON|C{^l}
20  10.60220063 -067.00326413 86.8400 0 2 {@Y}C|10-28{^l}{@L}F{@Y}APRON|C{^r}
20  10.60196230 -067.01102936 87.8900 0 2 {@L}F{@Y}B{^l}
20  10.60243015 -067.00973795 268.3300 0 2 {@L}F{@Y}B{^r}
14  10.59568438 -066.99729570   0.00 0 Tower Viewpoint
18  10.59561731 -066.99771413 1 BCN
19  10.60532416 -066.98198477 0 New Windsock 14
19  10.60294685 -067.01145892 0 New Windsock 13
19  10.59928151 -066.99710047 0 New Windsock 12
19  10.60133377 -066.98410866 1 Windsock
19  10.60322477 -067.00049366 1 Windsock
50 11480 ATIS
52 11950 CLD
53 12190 GND
54 11840 MAIQUETIA TWR
55 12040 MAIQUETIA APP
56 11840 MAIQUETIA DEP
51 12880 MAIQUETIA UNICOM

1      9 1 0 SVHG HIGUEROTE
100 45.11 1 0 0.25 0 0 0 08  10.46168224 -066.09831594    0    0 2 0 0 0 26  10.46321402 -066.08727084    0    0 2 0 0 0
110 4 0.00 120.0000 Apron-under-construct
111  10.46338871 -066.09824753
112  10.46348813 -066.09849223  10.46365109 -066.09855852
111  10.46405523 -066.09875738
112  10.46417256 -066.09867783  10.46419212 -066.09851875
111  10.46423774 -066.09833978
111  10.46463536 -066.09853863
111  10.46449848 -066.09909543
112  10.46459626 -066.09934069  10.46456366 -066.09947989
111  10.46442678 -066.10072605
111  10.46433552 -066.10098457
111  10.46423774 -066.10135577
112  10.46309051 -066.10093154  10.46307747 -066.10070617
111  10.46306444 -066.10050731
112  10.46292103 -066.09999691  10.46296666 -066.09977154
111  10.46304520 -066.09893431
112  10.46268637 -066.09862480  10.46251689 -066.09856515
111  10.46247236 -066.09853901
113  10.46309812 -066.09864506
110 2 0.00 120.0000 Bump
111  10.46317084 -066.09277020
112  10.46318629 -066.09273005  10.46320174 -066.09268991
112  10.46336309 -066.09276496  10.46341287 -066.09280336
113  10.46338138 -066.09283806
110 2 0.00 120.0000 Turn-round
112  10.46339770 -066.08734247  10.46341374 -066.08729008
112  10.46357831 -066.08758922  10.46360433 -066.08764216
112  10.46351417 -066.08804504  10.46334932 -066.08822149
113  10.46323917 -066.08849125
110 2 0.00 120.0000 Taxi1
111  10.46247236 -066.09853901
111  10.46244785 -066.09868042
111  10.46223812 -066.09862804
111  10.46224548 -066.09842973
111  10.46188121 -066.09831748
111  10.46191433 -066.09806679
111  10.46223812 -066.09816033
112  10.46231170 -066.09807427  10.46232642 -066.09794706
111  10.46256555 -066.09665781
111  10.46262446 -066.09676844
111  10.46272919 -066.09674863
111  10.46247360 -066.09837360
114  10.46250495 -066.09842632  10.46248655 -066.09842632
110 2 0.00 120.0000 New Taxiway 6
111  10.46353332 -066.09761328
111  10.46359711 -066.09763095
111  10.46374391 -066.09766471
111  10.46376542 -066.09785428
111  10.46365786 -066.09805115
113  10.46346315 -066.09800873
110 2 0.00 120.0000 Taxi+Apron
111  10.46261346 -066.09621305
112  10.46277650 -066.09530251  10.46279953 -066.09502646
111  10.46276372 -066.09505891
111  10.46232063 -066.09492431
112  10.46237119 -066.09468438  10.46242017 -066.09468353
112  10.46282291 -066.09473793  10.46288809 -066.09463850
111  10.46312064 -066.09305477
111  10.46263492 -066.09283399
111  10.46267203 -066.09255966
112  10.46319739 -066.09277787  10.46319150 -066.09277240
111  10.46338138 -066.09283806
112  10.46307877 -066.09473700  10.46303058 -066.09498042
111  10.46345699 -066.09500377
111  10.46351919 -066.09474969
111  10.46389984 -066.09488942
111  10.46390794 -066.09501701
111  10.46407388 -066.09523104
111  10.46395855 -066.09570862
111  10.46381515 -066.09589422
112  10.46346315 -066.09800873  10.46338493 -066.09834678
112  10.46309812 -066.09864506  10.46298731 -066.09869146
111  10.46247236 -066.09853901
111  10.46250495 -066.09842632
112  10.46305249 -066.09853238  10.46319590 -066.09851249
111  10.46333279 -066.09796895
112  10.46353457 -066.09697126  10.46356064 -066.09690498
111  10.46350501 -066.09687100
111  10.46352010 -066.09679669
111  10.46373297 -066.09571990
111  10.46338493 -066.09562245
111  10.46344360 -066.09529765
112  10.46305468 -066.09516846  10.46297823 -066.09514446
111  10.46297823 -066.09537835
113  10.46281401 -066.09632246
110 2 0.00 120.0000 Taxi2
111  10.46218309 -066.09612549
112  10.46246624 -066.09626176  10.46246795 -066.09625886
111  10.46259204 -066.09631650
111  10.46261346 -066.09621305
112  10.46281401 -066.09632246  10.46279123 -066.09643572
111  10.46287229 -066.09652142
111  10.46352010 -066.09679669
111  10.46350501 -066.09687100
112  10.46286133 -066.09659047  10.46274274 -066.09654502
111  10.46275332 -066.09665403
111  10.46272919 -066.09674863
112  10.46256555 -066.09665781  10.46259018 -066.09651391
111  10.46248973 -066.09647957
113  10.46215667 -066.09632580
120 Linear Feature 32
111  10.46262446 -066.09676844 51
111  10.46239232 -066.09817181 51
112  10.46212138 -066.09827386  10.46191733 -066.09822284 51
115  10.46190395 -066.09821603
120 Linear Feature 31
111  10.46273045 -066.09675150 5
115  10.46255598 -066.09670715
120 Linear Feature 30
111  10.46284053 -066.09616224 5
115  10.46264114 -066.09610099
120 Linear Feature 29
111  10.46247083 -066.09646849 5
115  10.46251029 -066.09628263
120 Linear Feature 28
111  10.46247882 -066.09496505 4
115  10.46251889 -066.09472962
120 Linear Feature 27
111  10.46230073 -066.09639570 4
115  10.46233190 -066.09621008
120 Linear Feature 26
111  10.46217523 -066.09623025 51
116  10.46194336 -066.09642044  10.46190680 -066.09665742
120 Linear Feature 25
111  10.46264731 -066.09661510 51
116  10.46252021 -066.09637197  10.46237021 -066.09632086
120 Linear Feature 24
111  10.46270527 -066.09622793 51
112  10.46252021 -066.09637197  10.46236714 -066.09631621 51
111  10.46217523 -066.09623025 51
116  10.46202365 -066.09589106  10.46206934 -066.09559600
120 Linear Feature 23
111  10.46270562 -066.09622475 51
115  10.46262446 -066.09676844
120 Linear Feature 22
111  10.46297823 -066.09537835 5
115  10.46277650 -066.09530251
120 Linear Feature 21
111  10.46261851 -066.09501575 5
115  10.46265989 -066.09476693
120 Linear Feature 20
111  10.46309777 -066.09459067 5
115  10.46287883 -066.09451955
120 Linear Feature 19
111  10.46312818 -066.09519676 5
115  10.46318292 -066.09493083
120 Linear Feature 18
111  10.46337145 -066.09511327 51
116  10.46359039 -066.09491227  10.46363905 -066.09467107
120 Linear Feature 17
111  10.46347180 -066.09515038 51
116  10.46374244 -066.09490918  10.46381846 -066.09456594
120 Linear Feature 16
111  10.46292728 -066.09497321 51
111  10.46337145 -066.09511327 51
111  10.46347180 -066.09515038 51
112  10.46348092 -066.09542559  10.46345659 -066.09555856 51
112  10.46356302 -066.09547197  10.46357823 -066.09541631 51
115  10.46360256 -066.09528334
120 Linear Feature 15
111  10.46289285 -066.09519763 51
116  10.46272542 -066.09491368  10.46257789 -066.09486752
120 Linear Feature 14
111  10.46297201 -066.09470998 51
116  10.46272542 -066.09491368  10.46256056 -066.09486614
120 Linear Feature 10
111  10.46285354 -066.09293759 4
115  10.46290874 -066.09266070
120 Linear Feature 9
111  10.46267044 -066.09270015 51
116  10.46249980 -066.09241647  10.46253749 -066.09218391
120 Linear Feature 12
111  10.46237409 -066.09481159 51
111  10.46233552 -066.09480034 51
116  10.46213924 -066.09498869  10.46211173 -066.09519390
120 Linear Feature 11
111  10.46293250 -066.09497463 51
111  10.46237409 -066.09481159 51
116  10.46219440 -066.09459513  10.46222205 -066.09440678
120 Linear Feature 8
111  10.46270562 -066.09622475 51
111  10.46289285 -066.09519763 51
111  10.46292728 -066.09497321 51
111  10.46297201 -066.09470998 51
111  10.46324343 -066.09309882 51
112  10.46320322 -066.09290715  10.46313285 -066.09287904 51
111  10.46267044 -066.09270015 51
116  10.46243672 -066.09285093  10.46240405 -066.09308860
50 12750 HIGUEROTE ATIS
54 11820 HIGUEROTE TOWER

1   2735 1 0 SVFM Caracas Generalisimo Francisco De Mira
100 42.67 1 1 0.25 0 0 0 11  10.48692916 -066.85233959  192    0 2 0 0 0 29  10.48313784 -066.83469352  204    0 2 0 0 0
110 2 0.00 120.0000 New Taxiway 24
111  10.48471135 -066.84447050
111  10.48466095 -066.84448419
111  10.48348308 -066.84114480
113  10.48397949 -066.84100274
110 2 0.00 120.0000 New Taxiway 23
111  10.48590782 -066.85124830
111  10.48600969 -066.85181752
111  10.48607426 -066.85179414
111  10.48619550 -066.85229569
111  10.48567151 -066.85246328
111  10.48482616 -066.84842382
111  10.48477720 -066.84754870
111  10.48449602 -066.84754051
111  10.48477100 -066.84479340
111  10.48520240 -066.84681551
111  10.48520048 -066.84815727
113  10.48552471 -066.84955891
110 2 0.00 120.0000 New Taxiway 21
111  10.48552208 -066.84841074
112  10.48524068 -066.84840665  10.48525676 -066.84855792
111  10.48520048 -066.84815727
114  10.48543364 -066.84800191  10.48539746 -066.84776889
110 2 0.00 120.0000 New Taxiway 20
111  10.48615882 -066.85141995
111  10.48594158 -066.85144898
111  10.48590782 -066.85124830
113  10.48612349 -066.85122795
110 2 0.00 120.0000 New Taxiway 19
111  10.48579667 -066.84967284
111  10.48554620 -066.84971781
111  10.48552471 -066.84955891
113  10.48576783 -066.84952567
110 2 0.00 120.0000 New Taxiway 16
111  10.48529951 -066.84611588
112  10.48520235 -066.84638872  10.48524152 -066.84658789
111  10.48508873 -066.84587869
114  10.48523878 -066.84590505  10.48528973 -066.84578317
110 2 0.00 120.0000 New Taxiway 15
111  10.48380310 -066.84020064
112  10.48365833 -066.84001880  10.48362202 -066.83982495
113  10.48375694 -066.83998229
110 2 0.00 120.0000 New Taxiway 18
111  10.48640342 -066.85127503
112  10.48625683 -066.85129572  10.48627183 -066.85145065
111  10.48621484 -066.85115831
111  10.48619779 -066.85105149
114  10.48635821 -066.85104774  10.48635086 -066.85092891
110 2 0.00 120.0000 New Taxiway 17
111  10.48627677 -066.85138804
112  10.48639392 -066.85146561  10.48652984 -066.85141340
111  10.48647148 -066.85156890
111  10.48614976 -066.85167545
112  10.48600969 -066.85181752  10.48602175 -066.85193200
111  10.48596794 -066.85160098
112  10.48612162 -066.85156507  10.48616598 -066.85154315
113  10.48615882 -066.85141995
110 2 0.00 120.0000 New Taxiway 14
111  10.48375694 -066.83998229
112  10.48399150 -066.84003762  10.48415744 -066.83999191
111  10.48402688 -066.84017460
112  10.48391941 -066.84033271  10.48396363 -066.84053957
111  10.48457651 -066.84334450
111  10.48627677 -066.85138804
113  10.48615882 -066.85141995
110 2 0.00 120.0000 New Taxiway 11
111  10.48296858 -066.83703570
111  10.48292098 -066.83682233
112  10.48300143 -066.83681184  10.48300168 -066.83681172
111  10.48328611 -066.83676359
111  10.48332324 -066.83692723
112  10.48313282 -066.83696752  10.48307918 -066.83698010
113  10.48309770 -066.83700119
110 2 0.00 120.0000 New Taxiway 10
111  10.48309770 -066.83700119
111  10.48375694 -066.83998229
111  10.48365833 -066.84001880
113  10.48296858 -066.83703570
110 2 0.00 120.0000 New Taxiway 6
111  10.48379047 -066.83645032
111  10.48399267 -066.83609241
111  10.48377803 -066.83545348
112  10.48338477 -066.83423616  10.48335892 -066.83409595
112  10.48341924 -066.83362273  10.48353988 -066.83367531
111  10.48378116 -066.83403647
111  10.48393470 -066.83450173
111  10.48367776 -066.83457104
111  10.48380153 -066.83487457
111  10.48400834 -066.83480287
111  10.48461599 -066.83662625
113  10.48391000 -066.83698153
110 2 0.00 120.0000 New Taxiway 5
112  10.48445281 -066.83946786  10.48452623 -066.83968154
111  10.48460050 -066.83966266
111  10.48502612 -066.83957270
111  10.48474838 -066.83834872
111  10.48555312 -066.83813868
111  10.48565283 -066.83839217
111  10.48608725 -066.83831250
111  10.48638636 -066.83946406
112  10.48472504 -066.83995655  10.48463246 -066.84000725
113  10.48468696 -066.84058116
110 2 0.00 120.0000 New Taxiway 4
111  10.48662416 -066.84464707
111  10.48644916 -066.84361668
111  10.48541329 -066.84328149
112  10.48524285 -066.84361809  10.48528633 -066.84397124
111  10.48508862 -066.84292016
112  10.48551915 -066.84304900  10.48587818 -066.84316273
111  10.48663750 -066.84312586
111  10.48788526 -066.84303010
111  10.48790596 -066.84500895
111  10.48687677 -066.84513420
113  10.48683604 -066.84462313
110 2 0.00 120.0000 New Taxiway 3
111  10.48558240 -066.84517979
112  10.48599439 -066.84524563  10.48629456 -066.84500621
111  10.48662416 -066.84464707
111  10.48683604 -066.84462313
111  10.48587668 -066.84549703
114  10.48573169 -066.84587428  10.48577289 -066.84608378
120 Linear Feature 39
111  10.48418420 -066.83683595 4
115  10.48399345 -066.83608772
120 Linear Feature 38
111  10.48473001 -066.83995958 4
115  10.48465807 -066.83964864
120 Linear Feature 35
111  10.48633442 -066.85123060 4
115  10.48631090 -066.85109771
120 Linear Feature 34
111  10.48641646 -066.85158865 4
115  10.48639392 -066.85146561
120 Linear Feature 33
111  10.48546047 -066.84315041 51
